station,valid,date,precip_in,cloud_base_ft,beam_ft,best_radar,cat,temp_f_sfc,dwpf_sfc,vsby,temp_at_beam_c,temp_at_base_c,freezing_ft,pw_mm,lapse_3k,cloud_phase,beam_vs_freeze
N79,2026-03-17 02:35,2026-03-17,0.01,,5431,KDIX,no_ceiling,35.0,35.0,4.0,6.64,,9723,32.3,6.24,warm,below_freeze
MDT,2026-03-17 02:37,2026-03-17,0.05,2300.0,8493,KLWX,beam_in_cloud,36.0,34.0,5.0,2.39,12.56,9723,32.3,6.24,warm,bright_band
SEG,2026-03-17 02:41,2026-03-17,0.08,1400.0,6608,KCCX,beam_in_cloud,34.0,32.0,2.0,4.74,14.94,9723,32.3,6.24,warm,below_freeze
MDT,2026-03-17 02:45,2026-03-17,0.07,1400.0,8493,KLWX,beam_in_cloud,35.0,34.0,3.0,2.39,14.94,9723,32.3,6.24,warm,bright_band
CXY,2026-03-17 02:51,2026-03-17,0.13,800.0,8413,KLWX,beam_in_cloud,33.8,32.0,3.0,2.58,16.47,9723,32.3,6.24,warm,bright_band
SEG,2026-03-17 02:53,2026-03-17,0.11,1200.0,6608,KCCX,beam_in_cloud,34.0,32.0,1.75,4.74,15.45,9723,32.3,6.24,warm,below_freeze
THV,2026-03-17 02:53,2026-03-17,0.12,1200.0,5874,KLWX,beam_in_cloud,35.0,33.0,5.0,5.93,15.45,9723,32.3,6.24,warm,below_freeze
LNS,2026-03-17 02:53,2026-03-17,0.08,,9420,KDIX,no_ceiling,38.0,35.0,5.0,0.53,,9723,32.3,6.24,warm,bright_band
RDG,2026-03-17 02:54,2026-03-17,0.11,2700.0,7642,KDIX,beam_in_cloud,42.0,35.0,9.0,3.74,11.51,9723,32.3,6.24,warm,below_freeze
HZL,2026-03-17 02:55,2026-03-17,0.11,500.0,7429,KBGM,beam_in_cloud,35.6,33.8,1.75,4.1,17.25,9723,32.3,6.24,warm,below_freeze
ZER,2026-03-17 02:55,2026-03-17,0.03,400.0,8582,KCCX,beam_in_cloud,32.0,32.0,1.75,2.18,17.51,9723,32.3,6.24,warm,bright_band
N79,2026-03-17 02:55,2026-03-17,0.01,,5431,KDIX,no_ceiling,33.6,33.6,2.5,6.64,,9723,32.3,6.24,warm,below_freeze
MUI,2026-03-17 02:55,2026-03-17,0.08,5000.0,9189,KCCX,beam_in_cloud,37.4,34.7,5.0,0.93,7.32,9723,32.3,6.24,warm,bright_band
CXY,2026-03-17 02:56,2026-03-17,0.13,1000.0,8413,KLWX,beam_in_cloud,34.0,32.0,3.0,2.58,15.96,9723,32.3,6.24,warm,bright_band
MDT,2026-03-17 02:56,2026-03-17,0.1,800.0,8493,KLWX,beam_in_cloud,35.0,34.0,4.0,2.39,16.47,9723,32.3,6.24,warm,bright_band
CXY,2026-03-17 03:00,2026-03-17,0.01,1200.0,8413,KLWX,beam_in_cloud,34.0,32.0,2.5,2.58,15.45,9723,32.3,6.24,warm,bright_band
RDG,2026-03-17 03:01,2026-03-17,0.02,,7642,KDIX,no_ceiling,41.0,35.0,5.0,3.74,,9723,32.3,6.24,warm,below_freeze
THV,2026-03-17 03:06,2026-03-17,0.03,800.0,5874,KLWX,beam_in_cloud,34.0,32.0,2.0,5.93,16.47,9723,32.3,6.24,warm,below_freeze
MDT,2026-03-17 03:09,2026-03-17,0.02,800.0,8493,KLWX,beam_in_cloud,34.0,33.0,2.0,2.39,16.47,9723,32.3,6.24,warm,bright_band
THV,2026-03-17 03:14,2026-03-17,0.04,800.0,5874,KLWX,beam_in_cloud,33.0,32.0,1.25,5.93,16.47,9723,32.3,6.24,warm,below_freeze
HZL,2026-03-17 03:15,2026-03-17,0.01,500.0,7429,KBGM,beam_in_cloud,33.8,32.0,2.5,4.1,17.25,9723,32.3,6.24,warm,below_freeze
LNS,2026-03-17 03:18,2026-03-17,0.04,,9420,KDIX,no_ceiling,34.0,32.0,2.5,0.53,,9723,32.3,6.24,warm,bright_band
MDT,2026-03-17 03:18,2026-03-17,0.03,1000.0,8493,KLWX,beam_in_cloud,34.0,33.0,2.0,2.39,15.96,9723,32.3,6.24,warm,bright_band
RDG,2026-03-17 03:21,2026-03-17,0.04,2200.0,7642,KDIX,beam_in_cloud,40.0,35.0,5.0,3.74,12.83,9723,32.3,6.24,warm,below_freeze
LNS,2026-03-17 03:22,2026-03-17,0.05,3100.0,9420,KDIX,beam_in_cloud,34.0,32.0,3.0,0.53,10.68,9723,32.3,6.24,warm,bright_band
THV,2026-03-17 03:24,2026-03-17,0.05,1200.0,5874,KLWX,beam_in_cloud,33.0,32.0,1.75,5.93,15.45,9723,32.3,6.24,warm,below_freeze
CXY,2026-03-17 03:26,2026-03-17,0.04,1000.0,8413,KLWX,beam_in_cloud,33.0,31.0,1.75,2.58,15.96,9723,32.3,6.24,warm,bright_band
SEG,2026-03-17 03:29,2026-03-17,0.07,,6608,KCCX,no_ceiling,33.0,31.0,1.0,4.74,,9723,32.3,6.24,warm,below_freeze
MDT,2026-03-17 03:31,2026-03-17,0.05,900.0,8493,KLWX,beam_in_cloud,34.0,33.0,2.0,2.39,16.22,9723,32.3,6.24,warm,bright_band
THV,2026-03-17 03:33,2026-03-17,0.06,1400.0,5874,KLWX,beam_in_cloud,34.0,31.0,2.5,5.93,14.94,9723,32.3,6.24,warm,below_freeze
CXY,2026-03-17 03:33,2026-03-17,0.05,800.0,8413,KLWX,beam_in_cloud,33.0,31.0,1.25,2.58,16.47,9723,32.3,6.24,warm,bright_band
LNS,2026-03-17 03:34,2026-03-17,0.06,2400.0,9420,KDIX,beam_in_cloud,34.0,32.0,3.0,0.53,12.3,9723,32.3,6.24,warm,bright_band
HZL,2026-03-17 03:35,2026-03-17,0.04,300.0,7429,KBGM,beam_in_cloud,33.8,32.0,1.75,4.1,17.77,9723,32.3,6.24,warm,below_freeze
THV,2026-03-17 03:40,2026-03-17,0.06,1700.0,5874,KLWX,beam_in_cloud,34.0,31.0,6.0,5.93,14.14,9723,32.3,6.24,warm,below_freeze
LNS,2026-03-17 03:40,2026-03-17,0.06,,9420,KDIX,no_ceiling,33.0,32.0,1.75,0.53,,9723,32.3,6.24,warm,bright_band
MDT,2026-03-17 03:45,2026-03-17,0.06,600.0,8493,KLWX,beam_in_cloud,33.0,32.0,1.5,2.39,16.99,9723,32.3,6.24,warm,bright_band
CXY,2026-03-17 03:47,2026-03-17,0.06,800.0,8413,KLWX,beam_in_cloud,33.0,31.0,2.0,2.58,16.47,9723,32.3,6.24,warm,bright_band
SEG,2026-03-17 03:53,2026-03-17,0.1,,6608,KCCX,no_ceiling,32.0,31.0,0.75,4.74,,9723,32.3,6.24,warm,below_freeze
THV,2026-03-17 03:53,2026-03-17,0.06,9000.0,5874,KLWX,definite_miss,34.0,30.0,10.0,5.93,1.2,9723,32.3,6.24,warm,below_freeze
LNS,2026-03-17 03:53,2026-03-17,0.08,1400.0,9420,KDIX,beam_in_cloud,33.0,32.0,1.75,0.53,14.94,9723,32.3,6.24,warm,bright_band
MDT,2026-03-17 03:53,2026-03-17,0.07,700.0,8493,KLWX,beam_in_cloud,33.8,33.8,3.0,2.39,16.73,9723,32.3,6.24,warm,bright_band
RDG,2026-03-17 03:54,2026-03-17,0.07,1000.0,7642,KDIX,beam_in_cloud,37.0,33.0,3.0,3.74,15.96,9723,32.3,6.24,warm,below_freeze
HZL,2026-03-17 03:55,2026-03-17,0.07,300.0,7429,KBGM,beam_in_cloud,32.0,32.0,0.75,4.1,17.77,9723,32.3,6.24,warm,below_freeze
CXY,2026-03-17 03:56,2026-03-17,0.06,800.0,8413,KLWX,beam_in_cloud,33.0,31.0,9.0,2.58,16.47,9723,32.3,6.24,warm,bright_band
MDT,2026-03-17 03:56,2026-03-17,0.07,700.0,8493,KLWX,beam_in_cloud,34.0,33.0,5.0,2.39,16.73,9723,32.3,6.24,warm,bright_band
SEG,2026-03-17 04:04,2026-03-17,0.01,900.0,6608,KCCX,beam_in_cloud,32.0,31.0,1.25,4.74,16.22,9723,32.3,6.24,warm,below_freeze
RDG,2026-03-17 04:06,2026-03-17,0.01,1000.0,7642,KDIX,beam_in_cloud,36.0,33.0,2.0,3.74,15.96,9723,32.3,6.24,warm,below_freeze
LNS,2026-03-17 04:06,2026-03-17,0.01,1400.0,9420,KDIX,beam_in_cloud,33.0,32.0,2.0,0.53,14.94,9723,32.3,6.24,warm,bright_band
SEG,2026-03-17 04:08,2026-03-17,0.01,900.0,6608,KCCX,beam_in_cloud,32.0,31.0,3.0,4.74,16.22,9723,32.3,6.24,warm,below_freeze
LNS,2026-03-17 04:12,2026-03-17,0.01,1800.0,9420,KDIX,beam_in_cloud,33.0,31.0,4.0,0.53,13.88,9723,32.3,6.24,warm,bright_band
ZER,2026-03-17 04:15,2026-03-17,0.01,200.0,8582,KCCX,beam_in_cloud,30.2,30.2,0.5,2.18,18.03,9723,32.3,6.24,warm,bright_band
SEG,2026-03-17 04:15,2026-03-17,0.01,,6608,KCCX,no_ceiling,32.0,30.0,9.0,4.74,,9723,32.3,6.24,warm,below_freeze
HZL,2026-03-17 04:15,2026-03-17,0.02,300.0,7429,KBGM,beam_in_cloud,32.0,30.2,0.5,4.1,17.77,9723,32.3,6.24,warm,below_freeze
LNS,2026-03-17 04:26,2026-03-17,0.01,,9420,KDIX,no_ceiling,34.0,30.0,9.0,0.53,,9723,32.3,6.24,warm,bright_band
RDG,2026-03-17 04:31,2026-03-17,0.03,900.0,7642,KDIX,beam_in_cloud,35.0,32.0,3.0,3.74,16.22,9723,32.3,6.24,warm,below_freeze
HZL,2026-03-17 04:35,2026-03-17,0.05,500.0,7429,KBGM,beam_in_cloud,32.0,30.2,0.5,4.1,17.25,9723,32.3,6.24,warm,below_freeze
ZER,2026-03-17 04:35,2026-03-17,0.01,200.0,8582,KCCX,beam_in_cloud,28.4,28.4,2.5,2.18,18.03,9723,32.3,6.24,warm,bright_band
LNS,2026-03-17 04:44,2026-03-17,0.01,2600.0,9420,KDIX,beam_in_cloud,33.0,31.0,10.0,0.53,11.77,9723,32.3,6.24,warm,bright_band
RDG,2026-03-17 04:47,2026-03-17,0.03,,7642,KDIX,no_ceiling,36.0,32.0,9.0,3.74,,9723,32.3,6.24,warm,below_freeze
SEG,2026-03-17 04:53,2026-03-17,0.01,,6608,KCCX,no_ceiling,33.0,25.0,10.0,4.74,,9723,32.3,6.24,warm,below_freeze
LNS,2026-03-17 04:53,2026-03-17,0.01,3500.0,9420,KDIX,beam_in_cloud,34.0,31.0,10.0,0.53,9.87,9723,32.3,6.24,warm,bright_band
RDG,2026-03-17 04:54,2026-03-17,0.03,,7642,KDIX,no_ceiling,36.0,32.0,10.0,3.74,,9723,32.3,6.24,warm,below_freeze
HZL,2026-03-17 04:55,2026-03-17,0.06,500.0,7429,KBGM,beam_in_cloud,32.0,30.2,0.75,4.1,17.25,9723,32.3,6.24,warm,below_freeze
ZER,2026-03-17 04:55,2026-03-17,0.01,1800.0,8582,KCCX,beam_in_cloud,28.4,28.4,10.0,2.18,13.88,9723,32.3,6.24,warm,bright_band
MUI,2026-03-17 04:55,2026-03-17,0.03,,9189,KCCX,no_ceiling,35.6,31.0,10.0,0.93,,9723,32.3,6.24,warm,bright_band
N79,2026-03-17 05:55,2026-03-17,0.01,,5431,KDIX,no_ceiling,29.0,24.6,10.0,6.64,,9723,32.3,6.24,warm,below_freeze
N79,2026-03-17 10:35,2026-03-17,0.01,,5431,KDIX,no_ceiling,24.3,17.0,10.0,-15.17,,,4.7,4.61,mixed,
N79,2026-03-17 10:55,2026-03-17,0.01,,5431,KDIX,no_ceiling,23.7,15.8,10.0,-15.17,,,4.7,4.61,mixed,
N79,2026-03-17 16:15,2026-03-17,0.01,,5431,KDIX,no_ceiling,30.7,15.4,10.0,-15.17,,,4.7,4.61,mixed,
N79,2026-03-17 16:35,2026-03-17,0.01,,5431,KDIX,no_ceiling,30.2,14.5,10.0,-15.17,,,4.7,4.61,mixed,
N79,2026-03-17 16:55,2026-03-17,0.01,,5431,KDIX,no_ceiling,30.7,14.7,10.0,-15.17,,,4.7,4.61,mixed,
N79,2026-03-17 22:55,2026-03-17,0.01,,5431,KDIX,no_ceiling,28.0,16.3,10.0,-15.17,,,4.7,4.61,mixed,
N79,2026-03-18 04:15,2026-03-18,0.01,,5431,KDIX,no_ceiling,22.0,13.0,10.0,-13.64,,429,4.0,8.8,mixed,above_freeze
N79,2026-03-18 04:35,2026-03-18,0.01,,5431,KDIX,no_ceiling,21.4,13.3,10.0,-13.64,,429,4.0,8.8,mixed,above_freeze
N79,2026-03-18 04:55,2026-03-18,0.01,,5431,KDIX,no_ceiling,21.0,13.3,10.0,-13.64,,429,4.0,8.8,mixed,above_freeze
N79,2026-03-18 07:15,2026-03-18,0.01,,5431,KDIX,no_ceiling,20.0,12.6,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 07:35,2026-03-18,0.01,,5431,KDIX,no_ceiling,19.2,13.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 07:55,2026-03-18,0.01,,5431,KDIX,no_ceiling,18.7,13.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 08:15,2026-03-18,0.01,,5431,KDIX,no_ceiling,18.0,12.4,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 08:35,2026-03-18,0.02,,5431,KDIX,no_ceiling,16.5,13.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 08:55,2026-03-18,0.02,,5431,KDIX,no_ceiling,16.7,13.6,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 09:35,2026-03-18,0.01,,5431,KDIX,no_ceiling,15.6,13.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 09:55,2026-03-18,0.01,,5431,KDIX,no_ceiling,16.0,14.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 10:15,2026-03-18,0.01,,5431,KDIX,no_ceiling,16.0,14.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 10:35,2026-03-18,0.01,,5431,KDIX,no_ceiling,16.3,13.5,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 10:55,2026-03-18,0.02,,5431,KDIX,no_ceiling,15.4,13.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 11:15,2026-03-18,0.01,,5431,KDIX,no_ceiling,17.0,13.6,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 11:35,2026-03-18,0.01,,5431,KDIX,no_ceiling,16.3,13.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 11:55,2026-03-18,0.02,,5431,KDIX,no_ceiling,16.3,14.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 12:15,2026-03-18,0.02,,5431,KDIX,no_ceiling,17.6,14.5,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 12:35,2026-03-18,0.03,,5431,KDIX,no_ceiling,19.0,16.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 12:55,2026-03-18,0.03,,5431,KDIX,no_ceiling,20.0,15.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 13:15,2026-03-18,0.02,,5431,KDIX,no_ceiling,22.5,14.4,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 13:35,2026-03-18,0.04,,5431,KDIX,no_ceiling,23.4,14.5,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 13:55,2026-03-18,0.05,,5431,KDIX,no_ceiling,23.0,14.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 14:15,2026-03-18,0.02,,5431,KDIX,no_ceiling,23.7,13.6,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 14:35,2026-03-18,0.04,,5431,KDIX,no_ceiling,23.7,13.3,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 14:55,2026-03-18,0.05,,5431,KDIX,no_ceiling,23.7,14.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 15:15,2026-03-18,0.02,,5431,KDIX,no_ceiling,24.3,14.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 15:35,2026-03-18,0.04,14000.0,5431,KDIX,definite_miss,24.8,13.3,10.0,-11.84,-15.78,,5.1,3.15,mixed,
N79,2026-03-18 15:55,2026-03-18,0.05,,5431,KDIX,no_ceiling,25.5,13.6,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 16:15,2026-03-18,0.03,,5431,KDIX,no_ceiling,26.6,12.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 16:35,2026-03-18,0.05,,5431,KDIX,no_ceiling,29.3,11.7,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 16:55,2026-03-18,0.06,,5431,KDIX,no_ceiling,27.0,12.6,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 17:15,2026-03-18,0.02,,5431,KDIX,no_ceiling,30.7,12.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 17:35,2026-03-18,0.04,,5431,KDIX,no_ceiling,30.2,14.4,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 17:55,2026-03-18,0.06,,5431,KDIX,no_ceiling,30.0,13.5,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 18:15,2026-03-18,0.02,,5431,KDIX,no_ceiling,30.4,15.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 18:35,2026-03-18,0.04,4000.0,5431,KDIX,beam_in_cloud,31.5,16.0,10.0,-11.84,-12.88,,5.1,3.15,mixed,
N79,2026-03-18 18:55,2026-03-18,0.05,,5431,KDIX,no_ceiling,31.0,14.4,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 19:15,2026-03-18,0.02,,5431,KDIX,no_ceiling,33.3,14.5,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 19:35,2026-03-18,0.04,,5431,KDIX,no_ceiling,35.0,16.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 20:15,2026-03-18,0.03,,5431,KDIX,no_ceiling,32.0,13.6,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 20:35,2026-03-18,0.04,4700.0,5431,KDIX,beam_in_cloud,33.6,15.0,10.0,-11.84,-11.7,,5.1,3.15,mixed,
N79,2026-03-18 20:55,2026-03-18,0.06,4700.0,5431,KDIX,beam_in_cloud,33.0,14.0,10.0,-11.84,-11.7,,5.1,3.15,mixed,
N79,2026-03-18 21:15,2026-03-18,0.02,,5431,KDIX,no_ceiling,33.3,13.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 21:35,2026-03-18,0.04,,5431,KDIX,no_ceiling,33.3,13.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 21:55,2026-03-18,0.05,,5431,KDIX,no_ceiling,33.0,12.7,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 22:15,2026-03-18,0.02,,5431,KDIX,no_ceiling,33.0,13.3,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 22:35,2026-03-18,0.03,,5431,KDIX,no_ceiling,32.5,12.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 22:55,2026-03-18,0.04,,5431,KDIX,no_ceiling,32.0,12.7,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 23:15,2026-03-18,0.02,,5431,KDIX,no_ceiling,31.3,13.3,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 23:35,2026-03-18,0.03,,5431,KDIX,no_ceiling,30.6,14.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-18 23:55,2026-03-18,0.04,,5431,KDIX,no_ceiling,30.4,14.0,10.0,-11.84,,,5.1,3.15,mixed,
N79,2026-03-19 00:15,2026-03-19,0.02,,5431,KDIX,no_ceiling,31.0,13.0,10.0,-9.73,,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 00:35,2026-03-19,0.03,11000.0,5431,KDIX,definite_miss,31.0,14.0,10.0,-9.73,-10.11,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 00:55,2026-03-19,0.04,10000.0,5431,KDIX,definite_miss,31.3,13.6,10.0,-9.73,-10.15,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 01:15,2026-03-19,0.01,11000.0,5431,KDIX,definite_miss,31.5,14.0,10.0,-9.73,-10.11,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 01:35,2026-03-19,0.02,9000.0,5431,KDIX,definite_miss,31.5,14.0,10.0,-9.73,-9.73,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 01:55,2026-03-19,0.03,9000.0,5431,KDIX,definite_miss,31.3,14.0,10.0,-9.73,-9.73,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 02:15,2026-03-19,0.01,11000.0,5431,KDIX,definite_miss,31.0,14.0,10.0,-9.73,-10.11,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 02:35,2026-03-19,0.02,11000.0,5431,KDIX,definite_miss,31.0,13.3,10.0,-9.73,-10.11,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 02:55,2026-03-19,0.02,11000.0,5431,KDIX,definite_miss,31.0,14.0,10.0,-9.73,-10.11,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 03:15,2026-03-19,0.01,11000.0,5431,KDIX,definite_miss,31.0,14.0,10.0,-9.73,-10.11,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 03:35,2026-03-19,0.02,11000.0,5431,KDIX,definite_miss,30.7,14.4,10.0,-9.73,-10.11,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 03:55,2026-03-19,0.02,11000.0,5431,KDIX,definite_miss,31.0,14.5,10.0,-9.73,-10.11,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 04:15,2026-03-19,0.01,8000.0,5431,KDIX,definite_miss,31.0,15.0,10.0,-9.73,-7.97,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 04:35,2026-03-19,0.02,6500.0,5431,KDIX,definite_miss,31.0,15.4,10.0,-9.73,-10.09,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 04:55,2026-03-19,0.02,6500.0,5431,KDIX,definite_miss,31.0,15.6,10.0,-9.73,-10.09,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 05:15,2026-03-19,0.01,,5431,KDIX,no_ceiling,31.0,15.3,10.0,-9.73,,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 05:35,2026-03-19,0.01,6000.0,5431,KDIX,definite_miss,31.0,15.3,10.0,-9.73,-10.69,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 05:55,2026-03-19,0.01,6000.0,5431,KDIX,definite_miss,31.0,15.0,10.0,-9.73,-10.69,1413,9.0,4.97,mixed,above_freeze
N79,2026-03-19 06:15,2026-03-19,0.01,5500.0,5431,KDIX,definite_miss,31.0,15.8,10.0,-4.6,-4.76,887,10.3,2.84,mixed,above_freeze
N79,2026-03-19 06:35,2026-03-19,0.01,5000.0,5431,KDIX,beam_in_cloud,31.0,16.3,10.0,-4.6,-3.63,887,10.3,2.84,mixed,above_freeze
N79,2026-03-19 06:55,2026-03-19,0.01,5000.0,5431,KDIX,beam_in_cloud,31.3,16.7,10.0,-4.6,-3.63,887,10.3,2.84,mixed,above_freeze
N79,2026-03-19 07:15,2026-03-19,0.01,5000.0,5431,KDIX,beam_in_cloud,31.5,16.0,10.0,-4.6,-3.63,887,10.3,2.84,mixed,above_freeze
N79,2026-03-19 07:35,2026-03-19,0.01,4900.0,5431,KDIX,beam_in_cloud,31.5,16.0,10.0,-4.6,-3.4,887,10.3,2.84,mixed,above_freeze
N79,2026-03-19 08:35,2026-03-19,0.01,4300.0,5431,KDIX,beam_in_cloud,32.0,16.3,10.0,-4.6,-2.21,887,10.3,2.84,mixed,above_freeze
N79,2026-03-19 08:55,2026-03-19,0.01,4000.0,5431,KDIX,beam_in_cloud,31.6,16.7,10.0,-4.6,-1.56,887,10.3,2.84,mixed,above_freeze
SEG,2026-03-20 20:53,2026-03-20,0.05,6000.0,6608,KCCX,beam_in_cloud,56.0,47.0,5.0,1.2,1.87,7617,12.9,2.32,warm,bright_band
SEG,2026-03-20 21:06,2026-03-20,0.02,6000.0,6608,KCCX,beam_in_cloud,54.0,49.0,2.5,1.2,1.87,7617,12.9,2.32,warm,bright_band
SEG,2026-03-20 21:13,2026-03-20,0.03,6000.0,6608,KCCX,beam_in_cloud,54.0,49.0,4.0,1.2,1.87,7617,12.9,2.32,warm,bright_band
HZL,2026-03-20 21:15,2026-03-20,0.02,4800.0,7429,KBGM,beam_in_cloud,51.8,44.6,5.0,0.6,4.02,7617,12.9,2.32,warm,bright_band
ZER,2026-03-20 21:15,2026-03-20,0.01,4800.0,8582,KCCX,beam_in_cloud,51.8,42.8,7.0,-1.73,4.02,7617,12.9,2.32,mixed,above_freeze
SEG,2026-03-20 21:25,2026-03-20,0.06,6000.0,6608,KCCX,beam_in_cloud,53.0,50.0,2.5,1.2,1.87,7617,12.9,2.32,warm,bright_band
SEG,2026-03-20 21:33,2026-03-20,0.07,6000.0,6608,KCCX,beam_in_cloud,53.0,49.0,7.0,1.2,1.87,7617,12.9,2.32,warm,bright_band
HZL,2026-03-20 21:35,2026-03-20,0.05,4600.0,7429,KBGM,beam_in_cloud,51.8,44.6,5.0,0.6,4.5,7617,12.9,2.32,warm,bright_band
ZER,2026-03-20 21:35,2026-03-20,0.06,4700.0,8582,KCCX,beam_in_cloud,50.0,44.6,5.0,-1.73,4.26,7617,12.9,2.32,mixed,above_freeze
SEG,2026-03-20 21:53,2026-03-20,0.08,6000.0,6608,KCCX,beam_in_cloud,53.0,50.0,8.0,1.2,1.87,7617,12.9,2.32,warm,bright_band
THV,2026-03-20 21:53,2026-03-20,0.02,6500.0,5874,KLWX,definite_miss,59.0,47.0,10.0,2.08,1.2,7617,12.9,2.32,warm,bright_band
LNS,2026-03-20 21:53,2026-03-20,0.02,7000.0,9420,KDIX,beam_in_cloud,57.0,42.0,7.0,-3.9,1.04,7617,12.9,2.32,mixed,above_freeze
HZL,2026-03-20 21:55,2026-03-20,0.09,4300.0,7429,KBGM,beam_in_cloud,50.0,44.6,4.0,0.6,5.26,7617,12.9,2.32,warm,bright_band
ZER,2026-03-20 21:55,2026-03-20,0.11,4300.0,8582,KCCX,beam_in_cloud,48.2,44.6,4.0,-1.73,5.26,7617,12.9,2.32,mixed,above_freeze
CXY,2026-03-20 21:56,2026-03-20,0.09,6000.0,8413,KLWX,beam_in_cloud,57.0,49.0,4.0,-1.29,1.87,7617,12.9,2.32,mixed,above_freeze
MDT,2026-03-20 21:56,2026-03-20,0.07,6000.0,8493,KLWX,beam_in_cloud,56.0,46.0,6.0,-1.5,1.87,7617,12.9,2.32,mixed,above_freeze
HZL,2026-03-20 22:15,2026-03-20,0.02,4300.0,7429,KBGM,beam_in_cloud,50.0,44.6,5.0,0.6,5.26,7617,12.9,2.32,warm,bright_band
ZER,2026-03-20 22:15,2026-03-20,0.02,4800.0,8582,KCCX,beam_in_cloud,48.2,46.4,7.0,-1.73,4.02,7617,12.9,2.32,mixed,above_freeze
HZL,2026-03-20 22:35,2026-03-20,0.06,4700.0,7429,KBGM,beam_in_cloud,50.0,46.4,7.0,0.6,4.26,7617,12.9,2.32,warm,bright_band
ZER,2026-03-20 22:35,2026-03-20,0.04,,8582,KCCX,no_ceiling,48.2,46.4,7.0,-1.73,,7617,12.9,2.32,mixed,above_freeze
